,text,class
3213,"enaliarctos, a fossil species of late oligocene/early miocene (24–22 mya) california, closely resembled modern pinnipeds. the discovery of puijila in a lake deposit suggests that pinniped evolution went through a freshwater transitional phase",seal
3214,"enaliarctos emlongi exhibited notable sexual dimorphism, suggesting that this physical characteristic may have been an important driver of pinniped evolution. a closer relative of extant pinnipeds was pteronarctos, which lived in oregon 19–15 my",seal
3215,"the extinct family desmatophocidae lived 23–10 mya in the north atlantic. they had elongated skulls, fairly large eyes, cheekbones connected by a mortised structure and rounded cheek teeth. they also were sexually dimorphic and may have been capable of propelling",seal
3216,the ancestors of the otarioidea and phocoidea diverged 33 mya[24] phocids are known to have existed for at least 15 million years. the fossil monachine monotherium and phocine leptophoca were found in southeastern north america,seal
3217,phoca and pusa could have arisen when a phocine lineage traveled from the paratethys sea to the arctic basin and subsequently went eastward. the ancestor of the baikal animal migrated into lakebaikal from the arctic (via the siberian ice sheet) and,seal
3218,the two extant elephant animal species diverged close to 4 mya after the panamanian isthmus was formed. monachus emerged in the mediterranean and migrated to the caribbean and then the central north pacific. the lobodontine lineage emerged around 9 mya and colonized the,seal
3219,"otariids originated in the north pacific. the earliest fossil pithanotaria, found in california, is dated to 11 mya. the callorhinus lineage split earlier at 16 mya zalophus, eumetopias and otaria diverged",seal
3220, primitive walruses had much shorter canines and lived on a fish diet rather than a specialized mollusk diet. odobenids further diversified in the middle and late miocene several species had enlarged upper and lower canines. the genera valenictus and od,seal
3221,"pinnipeds have streamlined, spindle-shaped bodies with reduced or non-existent external ear flaps, rounded heads, flexible necks, limbs modified into flippers, and small tails. pinniped skulls have large eye orbits, short snouts and a constricted interorb",seal
3222,"pinnipeds range in size from the 1 m (3 ft 3 in) and 45 kg (99 lb) baikal animal to the 5 m (16 ft) and 3,200 kg (7,100 lb) southern elephant animal. compared to other carnivorans",seal
3223,"several species have male-biased sexual dimorphism that correlates with the degree of polygyny in a species. males of sexually dimorphic species also tend to have secondary sex characteristics, such as the prominent proboscis of elephant animals.",seal
3224,"almost all pinnipeds have fur coats, the exception being the walrus, which is only sparsely covered. even some fully furred species (particularly sea lions) are less haired than most land mammals. in species that live on ice, young pups have thicker coats",seal
3225,"pinnipeds are typically countershaded, and are darker colored dorsally and lighter colored ventrally. some species, such as ribbon animals, ringed animals and leopard animals, have patterns of contrasting light and dark coloration.",seal
3226,"blubber serves both to keep the animals warm and to provide energy and nourishment when they are fasting. it can constitute as much as 50% of a pinniped's body weight. pups are born with only a thin layer of blubber, but some species compensate",seal
3227,most species have neither a cecum nor a clear demarcation between the small and large intestines. small intestine lengths range from 8 times (california sea lion) to 25 times (elephant animal) the body length. the length of the intestine may be an adaptation to frequent,seal
3228,"[42] as in most marine mammals, the kidneys are divided into small lobes and can effectively absorb water and filter out excess salt. pinnipeds have two pairs of flippers on the front and back, the fore-flipper and hind-flippers.",seal
3229,"pinnipeds tend to be slower swimmers than cetaceans, typically cruising at 5–15 kn (9–28 km/h; 6–17 mph) for several species of dolphin. animals are more agile and flexible,[38] and some otariids",seal
3230,"when swimming, otariids rely on their fore-flippers for locomotion in a wing-like manner similar to penguins and sea turtles. they also lack arrector pili, so their fur can be streamlined as they swim.",seal
3231,"compared to terrestrial carnivorans, the fore-limbs of otariids are reduced in length, which gives the locomotor muscles at the shoulder and elbow joints greater mechanical advantage. phocids and walruses swim by moving their hind-flippers and lower body from side",seal
3232,"pinnipeds can move around on land, though not as well as terrestrial animals. otariids and walruses are capable of turning their hind-flippers forward and under the body so they can ""walk"" on all fours. in addition, sea lions are known",seal
3233,"otariids rely on the movements of their heads and necks more than their hind-flippers during terrestrial locomotion. sea lions have been recorded climbing up flights of stairs. phocids are less agile on land, and move on land by lunging, bouncing and wigg",seal
3234,"the eyes of pinnipeds are relatively large for their size and are positioned near the front of the head. one exception is the walrus, whose smaller eyes are located on the sides of its head. terrestrial locomotion is easier for phocids on ice, as they",seal
3235,"a animal's eye is adapted for seeing both underwater and in air. the lens is mostly spherical, and much of the retina is equidistant from the lens center. pinnipeds also have very muscular and vascularized irises.",seal
3236,"when contracted, the pupil is typically pear-shaped, although the bearded animal's is more diagonal. in species that live in shallow water, such as harbor animals and california sea lions, dilation varies little, while the deep-diving elephant animals have much greater variation.",seal
3237,"ice-living animals like the harp animal have corneas that can tolerate high levels of ultraviolet radiation typical of bright, snowy environments. as such, they do not suffer snow blindness. they also have a well-developed tapetum lucidum, a reflecting layer that increases sensitivity",seal
3238,the extraocular muscles of the walrus are well developed. this and its lack of orbital roof allow it to protrude its eyes and see in both frontal and dorsal directions. animals release large amounts of mucus to protect their eyes.,seal
3239,"the pinniped ear is adapted for hearing underwater, where it can hear sound frequencies at up to 70,000 hz. in air, hearing is somewhat reduced in pinnipeds compared to many terrestrial mammals. while they are capable of hearing a wide range of frequencies (e.",seal
3240,"one study of three species found that the sea lion was best adapted for airborne hearing, the harbor animal was equally capable of hearing in air and water, and the elephant animal was better adapted for underwater hearing. their airborne hearing sensitivity is weaker overall.",seal
3241,"pinnipeds have well-developed tactile senses. their mystacial vibrissae have ten times the innervation of terrestrial mammals. they can effectively detect vibrations in the water. these vibrations are generated, for example, when a fish swims through water.",seal
3242," harbor animals have been observed following varying paths of another animal that swam ahead several minutes before. blind ringed animals have even been observed successfully hunting on their own in lake saimaa, likely relying on their vibrissae to gain sensory information and catch prey.",seal
3243,"vibrissae of phocids are undulated and wavy while otariid and walrus vibrissae are smooth. research is ongoing to determine the function, if any, of these shapes on detection ability. the vibrissa's angle relative to the flow, not the",seal
3244,"[69] walruses have the most vibrissae, at 600–700 individual hairs. these are important for detecting their prey on the muddy sea floor. spotted animals appear to use them to detect breathing holes in the ice.",seal
3245,"pinnipeds can reinflate their lungs even after complete respiratory collapse. the middle ear contains sinuses that probably fill with blood during dives, preventing middle ear squeeze. the heart of a animal is moderately flattened to allow the lungs to deflate.",seal
3246,"the main adaptations of the pinniped circulatory system for diving are the enlargement and increased complexity of veins to increase their capacity. animals can tolerate large amounts of lactic acid, which reduces skeletal muscle fatigue during intense physical activity.",seal
3247,"pinnipeds have high amounts of hemoglobin and myoglobin stored in their blood and muscles. this allows them to stay submerged for long periods of time while still having enough oxygen. these tissue masses, which contain extensive contorted spirals of arteries and thin-walled veins,",seal
3248,"pinnipeds conserve heat with their large and compact body size, insulating blubber and fur, and high metabolism. when diving, they reduce their heart rate and maintain blood flow only to the heart, brain and lungs.",seal
3249,"veins containing cool blood from the body extremities surround arteries, which contain warm blood received from the core of the body. heat from the arterial blood is transferred to the blood vessels, which then recirculate blood back to the core. the same adaptations that conserve heat while in",seal
3250,"the northern fur animal pants to help stay cool, while monk animals often dig holes in the sand to expose cooler layers to rest in. scientists have recorded them sleeping for minutes at a time while slowly drifting downward in a belly-up orientation.",seal
3251,"living pinnipeds mainly inhabit polar and subpolar regions, particularly the north atlantic, the north pacific and the southern ocean. when they are asleep on land, both sides of their brain go into sleep mode.",seal
3252,"monk animals and some otariids live in tropical and subtropical waters. animals usually require cool, nutrient-rich waters with temperatures lower than 20 °c (68 °f) even those that live in warm or tropical climates live in areas that become cold and nutrient rich",seal
3253,"as a whole, pinnipeds can be found in a variety of aquatic habitats. most animals inhabit coastal areas, though some travel offshore and feed in deep waters. the baikal animal is the only exclusively freshwater species.",seal
3254,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,seal
3255,"crabeater animal is one of 32 species of web-footed aquatic mammals that live chiefly in cold seas. in temperate and tropical areas, they haul out on to sandy and pebble beaches, rocky shores, shoals, mud flat.",seal
3256,"animals are carnivores, eating mainly fish, though some also consume squid, other mollusks, and crustaceans. unlike other animals, the leopard animal (hydrurga leptonyx) of the antarctic feeds largely on penguins, seabirds,",seal
3257,"technically, animals and sea lions are in the same taxonomical suborder of pinnipeds. but they also have some key anatomical differences. can you tell a animal from a sea lion?",seal
3258,"the largest is the male elephant animal (genus mirounga leonina) of coastal california (including baja california, mexico) and south america. it can reach a length of 65 metres (21 feet) and a weight of 3,700 kg (8,150",seal
3259,"animals possess a thick layer of fat (blubber) below the skin, which provides insulation, acts as a food reserve, and contributes to buoyancy. animals are endemic to lake baikal, southeastern siberia, russia.",seal
3260,"they are fairly small, with little difference in size between the sexes. ringed animals have blotches over their entire bodies, harp animals have a large blotch of black on otherwise mostly silver-gray fur. harbour animals (p vitulina) have a marbled coat,",seal
3261,"though especially abundant in polar seas, animals are found throughout the world. some species favour the open ocean and others inhabiting coastal waters or spending time on islands, shores, or ice floes.",seal
3262,the weddell animal (leptonychotes weddellii) of the antarctic can dive for up to 73 minutes and up to 600 metres. animals cannot swim as fast as dolphins or whales but are more agile in the water.,seal
3263,"because the hind flippers cannot be moved forward, these animals propel themselves on land by wriggling on their bellies or pulling themselves forward with their front limbs. eared animals rely mainly on the rowing motion of their front flippers for propulsion.",seal
3264,"all animals must come ashore once a year to breed. nearly all are gregarious, at least when breeding, with some assembling in enormous herds on beaches or floating ice. most form pairs during the breeding season, but in some species, such as fur animals, males (bulls",seal
3265,"cows are again impregnated soon after giving birth. pups are born on the open ice or in a snow lair on the ice. the young gain weight rapidly, for the cow’s milk is up to about 50 percent fat.",seal
3266,"animals have been hunted for their meat, hides, oil, and fur. the pups of harp animals, for example, are born with white coats that are of value in the fur trade. the fur animals of the north pacific ocean and the ringed animals of north atlantic",seal
3267,"animal hunting, or animaling, was so widespread and indiscriminate in the 19th century that many species might have become extinct. the severe decline of animaling worldwide after world war ii and the effects of international agreements aimed at conserving breeding stocks enabled several severely depleted species to replenish their",seal
3268,"family phocidae (true, or earless, animals) encompasses 18 species in 10 genera. 7 species of the northern hemisphere: the baikal animal, caspian animal, harbour animal, harp animal, ribbon animal, ringed animal, and spotted animal.",seal
3269,"genus cystophora (hooded animal)                1 north atlantic ocean and arctic species.                genus mirounga(elephant animals)                2 coastal species from the southern hemisphere, one from the baja california peninsula to southeastern alaska.",seal
3270,"14 species of sea lions and fur animals in 7 genera in the otariidae family. 14 species, primarily of the southern hemisphere. 1 species of the north pacific ocean. 1 antarctic species.",seal
3271,genus otaria (south american sea lion)                1 species primarily of western south america.                genus phocarctos (new zealand sea lion)   1 species of new zealand.   genus zalophus (california sea lions)   1 species of,seal
3272,"there are 33 species of pinnipeds alive today, most of which are known as animals. pinnipedia is made up of three main groups: the walrus, the eared animals and the earless animals.",seal
3273,"pinnipeds can be found on every continent on earth, though most species occur in cold-water environments. thick layers of fat, also known as blubber, keep the animals warm, in addition to dense fur. walruses are the exception to the rule, as",seal
3274,"the word pinniped means ""fin-footed"" in latin. all pinnipeds are considered semi-aquatic marine mammals. this means they must spend some part of their lives on land or sea ice, usually during the mating and birthing seasons.",seal
3275,"nearly all animal species are reliant on marine habitats, though some will enter estuaries and rivers in search of food. an outlier is the baikal animal, which spends its whole life in lakebaikal, a freshwater lake in siberia.",seal
3276,"for instance, leopard animals make a living hunting down penguins and even other animals. and walruses survive on a diet of clams and other shellfish, which they detect with their whiskers and then suction up from the seafloor.",seal
3277,"historically, hunters have heavily targeted pinniped species for their fur. the caribbean monk animal, for instance, disappeared from the planet in the 1970s. instead, these animals use highly specialized teeth to filter water for tiny, abundant crustaceans.",seal
3278,"climate change represents the single largest threat to many species of pinnipeds, especially those that rely on sea ice. some species, like the hawaiian monk animal and mediterranean monk animal, remain very close to extinction.",seal
3279,"ringed animals build caves in the snow and create holes in the ice that give them access to the ocean. if that snow melts earlier than usual, it will put the animals at greater risk of predation from polar bears.",seal
3280,"animals are the acrobats of the sea, but they are very clumsy on land. with its cute, round eyes, animals see very well under water. however, they would need eyeglasses to see sharply above water.",seal
3281,animals eat primarily fish. they use their whiskers for locating prey in these turbid waters. animals can feel the slightest movements in the water. they like to lie in the sun while resting on a sandbar or beach.,seal
3282,"animals do not have a preference for one specific fish species, but they usually catch fish that live close to the sea bottom. flatfish, lesser sandeel and cod species are their favorite food, although what they eat can vary per season.",seal
3283,"a animal swims just as readily on its back as on its belly, standing upright or upside down. their mother doesn’t teach them the tricks. in this period, young animals lose a lot of weight but eventually learn it on time.",seal
3284,"animals can dive down to depths of hundreds of meters. during the first few minutes, they swim actively downwards, after which they go into a kind of gliding flight. their blood can absorb much more oxygen than human blood.",seal
3285,"the heart beat of a animal increases to 120 beats per minute in order to provide enough oxygen for the organs. this means they don’t need to breathe as often. when they ascend from deep depths, they can pump out the inhaled air from the air sacs.",seal
3286,"animals can’t walk since their hind fins lie in extension of their body. in the course of millions of years, they have adapted in all kinds of ways to life in the sea. all these adaptations have made them very clumsy on land.",seal
3287,"animals sleep in the water as well as on land. in the water, they sleep floating in a standing position, like a fishing bobber. animals drag their body over the ground with the help of their front flippers.",seal
3288,"there are known incidents where animals stay under water up to half an hour, however on the average, their stay is not longer than fifteen minutes. most parts of the animal are well insulated with a thick layer of blubber.",seal
3289,"when it gets very cold, animals can pinch off the blood flow to their skin in order to preserve the heat. they also use their flippers to regulate the body temperature. blood flowing to the flippers is cooled down by blood returning to the body.",seal
3290,"by regulating the temperature in this way, animals always have cold feet! that is why, as soon as the sandbanks appear above the surface, they try to keep their flippers out of the water. in that way, they lose less heat and are warmed by the sun.",seal
3291,"animals are well insulated with a thick layer of fat, with the exception of their head and flippers. when they lie on a dry spot but where they water still advances, they hold up these parts to keep them dry.",seal
3292,"adult animals hardly ever drink. they get their fresh water that they need from the fish they eat. when they haven’t eaten for awhile, the water comes from burning their blubber.",seal
3293,"their kidneys are specially adapted to separating that salt and ridding it via the urine. they pee, but sparsely. the urine is very concentrated and is sometimes saltier than the seawater.",seal
3294,"you might possibly even detect whether or not it was a male or female by the position of this pit in relationship to the animal’s imprint. the penis opening of the male is relatively high up, just under the navel. with females, the opening is much closer to the",seal
3295," harbor animals get a new coat in the summer, grey animals in march-april. when it is very cold or the animals need to flee a lot into the cold water, the molting process is slowed down.",seal
3296,"animals are able to rest in peace on the sandbanks during the molting process. the process decelerates when there is a lack of blood in the skin. animals are born in the summer months, grey animals in the winter.",seal
3297," grey animal pups can’t swim due to this heavy coat. they are very adorable with their long white hair but it is also a bit awkward. mother returns regularly to nurse, which they do for an average of three to four weeks.",seal
3298,the number of animals in the wadden sea region is well documented. they are usually 10 kilos at birth and 40 kilos when they stop nursing. young animals must teach themselves that fish is edible and how to catch them.,seal
3299,"of the animals that inhabit the international wadden region (netherlands, germany and denmark), the large majority are harbor animals. one third of the population is then under water, so the scientists add 30% to the total counted.",seal
3300,"grey animals are found primarily around the scottish islands, along the british east coast and in cornwall. they are also found along the english, french and belgium coasts, in the danish skagerrak and along the southern coast of norway. in december 1999, there was even a young animal seen",seal
3301,"in the dutch wadden sea alone, a total of 4565 grey animals were counted in the winter of 2017-2018. the largest groups are located west of terschelling, but small groups or individuals are sometimes seen elsewhere. the german islands of helgoland and amrum",seal
3302,"animals can also survive in fresh water. they used to swim regularly upriver. most rivers are now closed off by sluices in the netherlands, it’s no longer easy to reach fresh water nevertheless, it still happens.",seal
3303,"in addition to the harbour animal and the grey animal, an occasional arctic animal species will wander into these regions. for example, ringed animals from the northern baltic sea and even harp animals are sometimes reported.",seal
3304,"in 1986, several hooded animals washed ashore on the coasts of france, belgium and the netherlands. this ‘mini’ invasion was possibly related to a hunting party on the island of jan mayen in the northern arctic sea.",seal
3305,"animals were heavily hunted in the north sea region in the past. despite the fact that hunting animals in the wadden and north seas ended more than 40 years ago and the animal population has grown, they are still threatened.",seal
3306,"every day, large loads of disposed wastes flow into the north sea. in addition, disturbances from shipping and recreation are problems for the animals. other threats include drowning in fykes and other fish nets.",seal
3307,"the concentrations of poison are highest in those species of animals living closest to the coastline. plankton absorbs the poison, which is how it enters the food chain. eventually, they accumulate in marine mammals via the benthic animals and the fish.",seal
3308,another problem for animals in the north sea and wadden sea is the increasing activity. tourists and military activities disturb resting animals. this kind of disturbance is especially a threat during the summer when harbour animal pups are born.,seal
3309,water police take action against tourists that are getting too close to animals an average of four times a day. animals are much less sensitive to disruption in the water than on land. they even tend to swim towards people who get too close.,seal
3310,"since 1994, all fykes in dutch tidal waters are required to be equipped with a retaining net, specifically to keep out animals. once in the fyke, the animal cannot get out and drowns. this retaining net is a large-meshed net at the entrance to",seal
3311,"in the past, premiums were offered for shooting animals due to the damage they supposedly caused. this argument is still used in norway and canada to rectify culling animals. all dutch harbour animals together consume less than (1-2%) what the fisheries bring on land.",seal
3312,"locally, standing rigging and fykes can be affected by hungry animals. the animals damage both the nets and the catch when stealing fish. scottish and norwegian salmon farms are also regularly visited by grey animals.",seal
3313,"both the harbour animal and grey animal are on the red list for mammals. when developing policy, the government and managing organizations are required to take animals into consideration. in addition, a animal covenant was signed in 1988 in bonn, germany.",seal
3314,"animal reservations were designated to prevent disruption to resting and nursing animals. these reservations are also closed areas in the summer, when the animal pups are birthed and nursed. in other european waters, the harbour animal and grey animal fall under protection of the eu habitat directive",seal
3315,"flippered and charismatic, pinnipeds (which includes animals, sea lions, and walruses) are true personalities of the sea. like whales, manatees, and sea otters, they are marine mammals, meaning millions of years ago their ancestors evolved from a",seal
3316,"it’s easy to tell the enormous, tusked walrus from other pinnipeds, but animals and sea lions are easy to confuse. strong flippers and tails propel them and a streamlined body helps them cut through the water efficiently.",seal
3317,"life at sea requires a powerful and streamlined body. pinnipeds have adapted sleek, torpedo-shaped bodies that can cut through the water without producing significant drag. sea lions have extremely flexible bodies, and can almost bend their bodies in half.",seal
3318,"despite looking similar, animals and sea lions propel themselves through the water in different ways. in a sweeping motion, they stretch their long flippers out to the side and then quickly tuck them into their body. some species spend the majority of their life in the ocean.",seal
3319,"sea lions are the only aquatic mammals that swim this way. animals, walruses, whales, otters, and others rely on the back end of their bodies to produce thrust. instead, the sea lion tail is used like a rudder.",seal
3320,"sea lions generate thrust, or forward propulsion, by bringing their fore-flippers together in big sweeping motions called “claps” when a sea lion ‘claps,’ it stretches its flippers out to the sides and sweeps them down then it tucks its",seal
3321,"when traveling long distances, sea lions are known to employ a swimming technique called porpoising. as the sea lion dashes across the sea surface it breaches the surface in a series of consecutive leaps. then it tucks its flippers against its body, forming a torpedo shape that gl",seal
3322,"northern elephant animals spend 85 to 95 percent of their time underwater and make massive migrations up to 13,000 miles long. animals, too, have key adaptations that make them efficient swimmers, like lots of blubber to make them buoyant.",seal
3323,"when resting, a animal’s heart will beat at about 100 beats per minute, but when diving it can slow to as low as five beats a minute. they accomplish this by both decreasing their heart rate to below resting state and by constricting their peripheral blood vessels.",seal
3324,"animals use hemoglobin, the oxygen-carrying molecules in human blood. they also have a second molecule in their muscle tissue called myoglobin that also carries oxygen. with every breath they obtain about 90 percent of the oxygen inhaled.",seal
3325,pressure is also a problem that animals and sea lions have successfully worked around. increased pressure that is greater than the atmosphere forces nitrogen gas into the blood. as pressure decreases (during an ascent) that same nitrogen will turn back into gas.,seal
3326,"right before a dive, pinnipeds will exhale all the air out of their lungs. this ensures nitrogen gas cannot dissolve from the lungs into the blood. as they dive their lungs shrink and fold until essentially flat.",seal
3327,"on land, animals and sea lions also have different methods for getting around. sea lions, fur animals, and walruses are able to rotate their rear flippers up and under their bodies so that they can waddle on all four flippers.",seal
3328,"traveling requires the back and forth shift of weight from their upper body to their pelvic region, almost like a caterpillar. animals, however, cannot do this and instead shimmy on their bellies. they can travel fast enough on land to overtake a human.",seal
3329,"harbor animals obtain about 90 percent of their freshwater from the fish they eat. once the food is ingested, pinnipeds retain the water for as long as possible. pinniped kidneys are especially efficient at retaining water.",seal
3330,"marine mammals are larger than mammals on land, an adaptation that minimizes the area of skin in contact with the water. elephant animals and walruses can weigh up to 4 tons, and even the smallest animals are notably rotund.",seal
3331,"the peninsula valdes in argentina was inscribed on the world heritage list in 1999. the site is home to important breeding populations of the endangered southern right whale (eubalaena australis), southern elephant animal (mirounga leonina), and southern sea lion.",seal
3332,"fur animals rely on two layers of fur, an outer protective layer and an underfur that traps air bubbles and insulates the skin. baby harp animals have roughly 300,000 underfur hairs per square inch.",seal
3333,"at times when a pinniped is too warm, blood is brought to the skin and to the flippers, where it is exposed to the cold water or air. when the pinnipes is too cold this system runs warm blood from their inner bodies out to their extremities next",seal
3334,"pinnipeds need to see both above and below the sea surface. good eyesight in either location requires very different adaptations. since walruses lack fur, the rushing blood to the extremities causes the skin to turn a rosy red hue.",seal
3335,"as light travels through the air and enters the eye, it bends to the appropriate angle and creates a focused image on the retina. underwater, terrestrial animals become farsighted because the fluid of the eye and the water are too similar.",seal
3336,"having acute vision underwater means that on land a pinniped is nearsighted, especially in low light. when in bright sunlight, however, the pupil contracts, allowing only a pinhole for light to enter the eye.",seal
3337,"pinnipeds gulp their food whole, which may be why they have a very limited sense of taste. one study showed that a sea lion had an altered gene responsible for detecting sweetness, meaning they cannot taste sweets. they also lack umami taste receptors that detect savory taste",seal
3338,"covering the faces of pinnipeds are whiskers called vibrissae. these hairs are extremely sensitive to touch, and can even detect sound vibrations. they can determine the shape of an object placed in front of their face and detect water movement.",seal
3339,"as pinniped ancestors made the transition from land to sea they needed to adapt to a life both underwater and on land. hearing all comes down to the perception of vibrations, and underwater sound vibrations cause the entire skull to vibrate.",seal
3340,"california sea lions are social animals, forming groups of hundreds to thousands of animals that gather onshore to breed. they have massive ear bones and the ability to close the ear canal when underwater. pinnipeds scan their head side to side to help them pinpoint the source of a sound",seal
3341,scent is used as an alert mechanism when predators (like humans) are nearby and as a way for males to determine whether a female is ready to mate. scent is also an important way for mothers and pups to bond.,seal
3342,"pinnipeds include the families odobenidae (walrus), phocidae (true animals), and otariidae (fur animals and sea lions) today, there are 33 species some species exhibit sexual dimorphism, meaning the two sexes look distinctly different.",seal
3343,"across the globe there are 19 species of animal. most are ocean dwellers, living in places spanning from the arctic, to the tropics, to antarctica. the baikal animal, however, lives in a landlocked lake in the middle of asia.",seal
3344,"there are nine species of fur animals, which are close relatives of sea lions. true animals lack ear flaps and propel themselves through the water with their hind flippers. when on land they shimmy like a caterpillar.",seal
3345,fur animals rely on a thick coat of fur that includes both a waterproof undercoat and a top “guard” hair coat. males are larger than females—in some species they can be up to four times larger.,seal
3346,"there are five species of sea lion. sea lions (and fur animals) distinguished from true animals by their comparably large front flippers, visible ear flaps, and ability to curl their back flippers under their body to walk on all fours.",seal
3347,"unlike fur animals, sea lions do not have a significant fur coat and instead rely on blubber to stay warm. they are also social creatures, sometimes congregating in social groups of up to 1,500 individuals.",seal
3348,the world's largest population of pacific walrus (odobenus rosmarus divergens) reside in the natural system of wrangel island reserve site in russia. the walrus is the only remaining species of its genus. there are two distinct subspecies of wal,seal
3349, walruses' tusks help them forage for clams and mussels in the muddy seafloor. the earliest ancestors of animals and sea lions were mammals that transitioned from life on land to life at sea.,seal
3350,"pinnipeds evolved from the ancestors of the musteloids which include everything from the red panda to skunks, badgers weasels, and raccoons. the pinniped’s ancestors were likely drawn to the ocean due to its abundance of food.",seal
3351,"fully flippered pinnipeds did not emerge until roughly 17 million years ago off the coast of modern-day washington and oregon. since it likely walked on all four limbs, scientists consider puijila to be a transition species that illustrates the evolution from land animal to marine",seal
3352,"all four of their limbs were flippered, and they likely propelled themselves through the water using both the front and back flippers. for some, it means hauling out of the sea in massive rookeries on shore, while for others it can mean finding a sturdy ice floe",seal
3353,"only a select few males get the opportunity to mate, resulting in fierce competition over territory. males have evolved to be much larger than females, a characteristic called sexual dimorphism. drawing on large reserves of blubber, males dutifully remain on land and guard their territory.",seal
3354,about a month after males come ashore the females begin to arrive. such territoriality means bulls stay on land for up to three months to guard their territory. bulls will even forgo feeding during this period.,seal
3355,"many are pregnant from the last year’s mating season and within a few days they give birth. the next few days are dedicated to bonding, a necessity for the coming months when mom will leave to find food in the ocean.",seal
3356,"once bonding has occurred, the female prepares to mate again. she enters estrus, or heat, a reproductive state that advertises to the males that she is fertile. once the egg is fertilized it stops growing and remains in a dormant state for three months.",seal
3357,"after females mate the next few months are dedicated to fattening the pups. the delay allows for birthing to align with the annual trip ashore. in some species, mom will spend several days at sea foraging for food and then returning to feed her pup with milk.",seal
3358,"on the ice things are different for species that mate on free floating ice floes. females are usually spread out over large distances, so males only have the opportunity to mate with one female per season. ice is also unstable, and will break up differently from year to year.",seal
3359,"in 2011, hundreds of animal pups were washed up on the shore of prince edward island. ringed animals build snow lairs on the ice that help protect the pups from weather and predators.",seal
3360,"in 2011, storms and lack of ice-cover due to a warmer winter climate resulted in hundreds of animal pups being washed up on the shore of prince edward island. like many, this young animal faced an uncertain future.",seal
3361,when harp animals are born the mother spends about 12 days nursing the pup before she leaves in search of the males. the pup must quickly gain weight and learn how to swim or else drown when the ice pack breaks up.,seal
3362,"pinniped moms make milk with a very high amount of fat, which helps their pups to quickly develop a thick layer of protective blubber. in some species, pups can gain several pounds every day.",seal
3363,pinnipeds that live in the ice often migrate north in the summer and south in the winter to follow the ice. one of the most prolific pinniped swimmers is the northern elephant animal.,seal
3364,"northern elephant animals spend between 80 and 95 percent of their time underwater. they use flipper strokes, lots of blubber to make them buoyant, and a surprisingly low metabolic rate.",seal
3365,"pinniped diets consist of mostly krill, fish, and squid. many species will switch prey depending upon the season or what type of food is most abundant. overall, female northern elephant animals are the ones that make the longest migrations.",seal
3366,"walruses forage with their snouts in the mud for bivalves, like clams. when a walrus finds a clam, it sucks it into its mouth and then uses its tongue to pull the shells apart through suction.",seal
3367,the crabeater animal does not eat crabs like its name suggests but rather feeds on krill. this animal evolved specialized teeth with grooves that act like a sieve and filter the krill from the surrounding water.,seal
3368,"sharks, orcas and polar bears prey upon animals as a main source of food. one polar bear must eat up to 19 baby ring animals every 10 to 12 days to maintain its body weight. some orcas feed exclusively on fish while others predominantly eat animals and sea lions.",seal
3369,"when christopher columbus sailed to the new world he came upon a group of animals on an island in the caribbean. foxes, coyotes, and large birds like ravens will also prey upon young animals. sea otters in the pacific have been known to attack young harbor animals.",seal
3370,"the “sea wolves” were actually a species of animals known as the caribbean monk animal, a species that is now extinct. european colonizers hunted these animals in earnest between the 1700s and the 1900s, with the animal’s blubber fetching a significant",seal
3371,"scientists from the us and greece are working from opposite sides of the globe to save the hawaiian monk animal. the last known caribbean monk animal was seen in 1952, and the species was officially declared extinct in 2008.",seal
3372,"the hawaiian monk animal and mediterranean monk animal are two of the most endangered animal species in the world. around the hawaiian islands there are about 1,400 monk animals, about one third of its historic population. their relative, the caribbean monk animal, has already gone extinct.",seal
3373,"there are fewer than 800 mediterranean monk animals, which have been hunted since the stone age along the coast of the mediterranean sea. these animals rely on coastal caves in undisturbed areas, which are becoming increasingly rare in the continuously developing mediterranean coastline.",seal
3374,polar pinnipeds are losing this needed space in the middle of the sea. recent efforts to protect their caves and work with local fishermen show signs of helping this species to slowly recover.,seal
3375,"recently, herds of walruses have come ashore in point lay, alaska, sometimes in numbers as high as 40,000 individuals. when gathered in such high densities there is the risk of stampeding. a polar bear, hunter, or even an airplane can spook the herd",seal
3376,ringed animals rely on snow to dig ice caves on ice floes. these caves serve as protection against predators like polar bears and orcas as well as against severe weather. a decrease in snow cover correlates to a decrease in animal pup survival.,seal
3377,climate may also change the types of food available to pinnipeds. galapagos sea lions historically ate sardines as the main source of their diet. climate change could affect the type of food they eat.,seal
3378,"the galapagos sea lion population has shrunk from 40,000 individuals to fewer than 15,000. during el nino years when the water is particularly warm, up to 100 percent of newborn pups and up to 50 percent of yearlings die due to starvation.",seal
3379,"tuna swim about twice as fast as sea lions and so the sea lions have learned to use the maze-like shoreline to trap the fish. the entire endeavor takes time and energy, but when successfully executed, a 50-pound meal is quite the reward.",seal
3380,today animals and sea lions delight visitors of zoos and aquariums with their endearing personalities. but the first pinnipeds to be caught and taken from the arctic for entertainment purposes were walruses.,seal
3381,"in 1608, two young walruses were captured and taken aboard the “god-speed” en route to london the female died, and the male died soon after arrival. the next walrus calf to arrive in london was in 1853, and a third arrived in",seal
